ID,fixed acidity,wine type,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1278,7.4,white,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5
1279,5.9,white,0.24,0.26,12.3,0.053,34.0,134.0,0.9972,3.34,0.45,9.5,6
1280,7.0,red,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,5
1281,6.0,white,0.21,0.24,12.1,0.05,55.0,164.0,0.997,3.34,0.39,9.4,5
1282,8.3,red,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6
1283,7.2,red,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5
1284,6.8,white,0.23,0.32,1.6,0.026,43.0,147.0,0.9904,3.29,0.54,12.5,6
1285,7.2,red,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,7
1286,7.2,white,0.16,0.29,1.0,0.031,40.0,123.0,0.98958,3.12,0.4,12.1,7
1287,6.0,white,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6
1288,5.8,white,0.31,0.33,1.2,0.036,23.0,99.0,0.9916,3.18,0.6,10.5,6
1289,13.2,red,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6
1290,6.6,white,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,5
1291,7.2,white,0.21,0.41,1.3,0.036,33.0,85.0,0.992,3.17,0.51,10.4,5
1292,11.9,red,0.58,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,5
1293,7.5,white,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6
1294,6.2,white,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6
1295,5.8,red,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,6
1296,7.0,red,0.43,0.02,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,6
1297,6.0,white,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6
1298,6.6,white,0.28,0.41,7.0,0.046,59.0,194.0,0.99558,3.14,0.48,9.4,5
1299,7.0,white,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,8
1300,7.0,white,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,3.23,0.62,9.4,6
1301,6.4,white,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6
1302,6.4,white,0.225,0.48,2.2,0.115,29.0,104.0,0.9918,3.24,0.58,12.1,6
1303,6.3,white,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6
1304,6.2,white,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5
1305,6.4,white,0.19,0.42,2.9,0.032,32.0,83.0,0.9908,3.3,0.41,11.7,6
1306,5.8,white,0.26,0.3,2.6,0.034,75.0,129.0,0.9902,3.2,0.38,11.5,4
1307,6.7,white,0.31,0.42,6.4,0.057,25.0,148.0,0.9955,3.16,0.45,9.6,5
1308,6.1,white,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,6
1309,7.6,red,0.31,0.34,2.5,0.082,26.0,35.0,0.99356,3.22,0.59,12.5,7
1310,7.0,red,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5
1311,7.2,red,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5
1312,8.3,white,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,5
1313,7.1,red,0.59,0.02,2.3,0.082,24.0,94.0,0.99744,3.55,0.53,9.7,6
1314,8.3,white,0.15,0.39,1.3,0.055,32.0,146.0,0.993,3.08,0.39,10.5,6
1315,7.3,white,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6
1316,6.7,white,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,5
1317,9.9,red,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7
1318,6.4,white,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6
1319,6.1,white,0.31,0.58,5.0,0.039,36.0,114.0,0.9909,3.3,0.6,12.3,8
1320,9.0,white,0.26,0.34,6.7,0.029,21.0,162.0,0.99497,3.08,0.5,10.6,6
1321,5.7,white,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,5
1322,10.6,red,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,6
1323,6.9,white,0.31,0.32,1.6,0.036,34.0,114.0,0.99068,3.19,0.45,11.4,7
1324,7.3,white,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,5
1325,6.9,white,0.37,0.28,13.8,0.031,34.0,137.0,0.9948,3.1,0.37,11.6,6
1326,6.2,white,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6
1327,6.8,white,0.19,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,6
1328,7.1,white,0.13,0.38,1.8,0.046,14.0,114.0,0.9925,3.32,0.9,11.7,6
1329,9.6,red,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,7
1330,5.9,white,0.18,0.28,5.1,0.039,50.0,139.0,0.99165,3.16,0.44,11.3,6
1331,7.0,white,0.29,0.37,4.9,0.034,26.0,127.0,0.9928,3.17,0.44,10.8,6
1332,7.6,white,0.38,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,5
1333,7.1,white,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.96,12.1,6
1334,4.4,white,0.32,0.39,4.3,0.03,31.0,127.0,0.98904,3.46,0.36,12.8,8
1335,6.8,white,0.32,0.3,1.0,0.049,22.0,113.0,0.99289,3.24,0.61,10.2,5
1336,6.4,white,0.26,0.4,1.7,0.179,5.0,60.0,0.9925,3.09,0.54,10.1,5
1337,6.8,white,0.31,0.3,8.0,0.028,33.0,122.0,0.99164,3.13,0.63,12.6,7
1338,7.6,white,0.19,0.42,1.5,0.044,6.0,114.0,0.9914,3.04,0.74,12.8,6
1339,6.8,white,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,5
1340,6.2,white,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9.0,5
1341,6.9,white,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,5
1342,5.7,white,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8,7
1343,7.1,white,0.38,0.4,2.2,0.042,54.0,201.0,0.99177,3.03,0.5,11.4,5
1344,5.8,white,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8
1345,8.0,white,0.28,0.3,8.4,0.03,35.0,115.0,0.99192,2.93,0.42,12.3,6
1346,5.3,white,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,3.34,0.38,9.2,5
1347,7.9,white,0.37,0.31,2.85,0.037,5.0,24.0,0.9911,3.19,0.36,11.9,6
1348,10.0,red,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5
1349,5.4,red,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6
1350,6.8,red,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5
1351,7.2,red,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6
1352,6.4,white,0.21,0.34,16.05,0.04,56.0,142.0,0.99678,3.11,0.38,10.6,5
1353,5.7,white,0.28,0.28,2.2,0.019,15.0,65.0,0.9902,3.06,0.52,11.2,6
1354,5.8,white,0.38,0.26,1.1,0.058,20.0,140.0,0.99271,3.27,0.43,9.7,6
1355,6.6,red,0.52,0.04,2.2,0.069,8.0,15.0,0.9956,3.4,0.63,9.4,6
1356,6.0,white,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,6
1357,9.5,red,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6
1358,6.3,white,0.15,0.34,11.4,0.05,25.0,96.0,0.99754,3.21,0.49,10.0,6
1359,7.3,white,0.4,0.24,6.7,0.058,41.0,166.0,0.995,3.2,0.41,9.9,6
1360,5.9,white,0.22,0.18,6.4,0.041,28.0,120.0,0.99403,3.27,0.5,9.9,5
1361,7.1,white,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,5
1362,7.4,white,0.39,0.23,7.0,0.033,29.0,126.0,0.994,3.14,0.42,10.5,5
1363,6.6,white,0.24,0.38,12.75,0.034,8.0,74.0,0.99386,3.1,0.57,12.9,6
1364,7.0,white,0.26,0.46,15.55,0.037,61.0,171.0,0.9986,2.94,0.35,8.8,6
1365,6.8,white,0.13,0.39,1.4,0.034,19.0,102.0,0.99121,3.23,0.6,11.3,7
1366,7.3,red,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6
1367,6.7,white,0.34,0.43,1.6,0.041,29.0,114.0,0.99014,3.23,0.44,12.6,6
1368,6.6,white,0.27,0.49,7.8,0.049,62.0,217.0,0.9959,3.17,0.45,9.4,6
1369,7.0,red,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,5
1370,9.5,red,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,5
1371,6.2,white,0.16,0.34,1.7,0.038,85.0,153.0,0.9909,3.33,0.86,12.0,7
1372,6.4,white,0.26,0.43,12.6,0.033,64.0,230.0,0.9974,3.08,0.38,8.9,5
1373,12.5,red,0.28,0.54,2.3,0.082,12.0,29.0,0.9997,3.11,1.36,9.8,7
1374,6.5,white,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,3.22,0.32,9.0,5
1375,11.5,red,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6
1376,8.2,white,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,6
1377,5.9,white,0.12,0.28,1.4,0.037,36.0,83.0,0.99074,3.33,0.42,10.9,7
1378,6.4,white,0.32,0.31,1.9,0.037,34.0,126.0,0.99,3.06,0.45,11.8,6
1379,5.8,white,0.28,0.35,2.3,0.053,36.0,114.0,0.9924,3.28,0.5,10.2,4
1380,6.1,white,0.34,0.31,12.0,0.053,46.0,238.0,0.9977,3.16,0.48,8.6,5
1381,6.8,white,0.32,0.34,1.2,0.044,14.0,67.0,0.9919,3.05,0.47,10.6,4
1382,7.0,white,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,3.05,0.55,10.7,6
1383,6.0,white,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,3.08,0.43,13.2,6
1384,6.1,white,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,3.31,0.38,9.4,4
1385,5.3,white,0.275,0.24,7.4,0.038,28.0,114.0,0.99313,3.38,0.51,11.0,6
1386,8.0,white,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7
1387,7.2,white,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,2.96,0.57,9.4,5
1388,5.7,white,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,6
1389,8.0,red,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,6
1390,5.8,red,0.68,0.02,1.8,0.087,21.0,94.0,0.9944,3.54,0.52,10.0,5
1391,7.5,white,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,3.18,0.59,10.5,5
1392,6.4,white,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,8
1393,8.8,white,0.2,0.28,1.1,0.018,18.0,72.0,0.9926,2.97,0.35,10.4,5
1394,8.0,white,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,5
1395,6.7,white,0.21,0.32,5.4,0.047,29.0,140.0,0.995,3.39,0.46,9.7,6
1396,5.8,white,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,3.34,0.38,9.5,7
1397,7.7,white,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5
1398,7.2,red,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,5
1399,7.3,white,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,7
1400,9.2,white,0.28,0.46,3.2,0.058,39.0,133.0,0.996,3.14,0.58,9.5,5
1401,10.2,red,0.4,0.4,2.5,0.068,41.0,54.0,0.99754,3.38,0.86,10.5,6
1402,6.9,white,0.25,0.33,1.2,0.035,35.0,158.0,0.99082,3.02,0.58,11.3,6
1403,6.3,white,0.34,0.28,14.7,0.047,49.0,198.0,0.9977,3.23,0.46,9.5,5
1404,7.3,white,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
1405,8.9,red,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,6
1406,6.3,white,0.2,0.26,1.6,0.027,36.0,141.0,0.99268,3.53,0.56,10.8,6
1407,7.2,white,0.585,0.2,10.4,0.086,17.0,94.0,0.99681,3.13,0.4,9.4,5
1408,7.2,red,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5
1409,6.3,white,0.31,0.3,10.0,0.046,49.0,212.0,0.9962,3.74,0.55,11.9,6
1410,7.1,white,0.21,0.3,1.4,0.037,45.0,143.0,0.9932,3.13,0.33,9.9,6
1411,6.6,white,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6,6
1412,7.4,white,0.33,0.26,15.6,0.049,67.0,210.0,0.99907,3.06,0.68,9.5,5
1413,6.7,white,0.27,0.3,13.9,0.029,34.0,131.0,0.9953,3.36,0.5,12.0,7
1414,7.6,white,0.38,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,5
1415,7.4,white,0.27,0.28,1.8,0.04,45.0,121.0,0.99043,3.02,0.4,11.9,5
1416,8.0,white,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,6
1417,6.5,white,0.19,0.26,5.2,0.04,31.0,140.0,0.995,3.26,0.68,9.5,6
1418,5.8,white,0.61,0.01,8.4,0.041,31.0,104.0,0.9909,3.26,0.72,14.05,7
1419,7.1,white,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7
1420,9.9,red,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,5
1421,7.2,white,0.615,0.1,1.4,0.068,25.0,154.0,0.99499,3.2,0.48,9.7,4
1422,6.0,white,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6
1423,6.4,white,0.31,0.28,1.5,0.037,12.0,119.0,0.9919,3.32,0.51,10.4,7
1424,7.2,white,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5
1425,7.1,white,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,0.38,9.4,5
1426,7.4,white,0.29,0.5,1.8,0.042,35.0,127.0,0.9937,3.45,0.5,10.2,7
1427,8.2,red,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,6
1428,8.3,red,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,6
1429,11.0,red,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,7
1430,6.2,white,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,7
1431,7.7,red,0.935,0.43,2.2,0.114,22.0,114.0,0.997,3.25,0.73,9.2,5
1432,7.0,white,0.32,0.31,6.4,0.031,38.0,115.0,0.99235,3.38,0.58,12.2,7
1433,7.4,white,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,3.18,0.61,9.9,7
1434,7.9,white,0.28,0.41,4.9,0.058,31.0,153.0,0.9966,3.27,0.51,9.7,6
1435,6.7,white,0.17,0.27,1.4,0.032,39.0,149.0,0.99254,3.4,0.52,10.5,5
1436,7.1,white,0.21,0.35,2.5,0.04,41.0,186.0,0.99128,3.32,0.56,12.5,6
1437,7.1,white,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2,6
1438,6.7,white,0.29,0.45,14.3,0.054,30.0,181.0,0.99869,3.14,0.57,9.1,5
1439,6.0,white,0.16,0.27,12.0,0.03,39.0,98.0,0.99402,3.15,0.34,10.8,5
1440,6.3,white,0.25,0.53,1.8,0.021,41.0,101.0,0.989315,3.19,0.31,13.0,6
1441,5.9,white,0.22,0.45,22.6,0.12,55.0,122.0,0.99636,3.1,0.35,12.8,5
1442,6.3,red,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6
1443,6.7,white,0.42,0.39,12.1,0.04,61.0,248.0,0.99794,3.31,0.58,9.7,5
1444,7.9,white,0.37,0.3,2.7,0.029,64.0,158.0,0.9916,3.12,0.59,12.0,7
1445,6.6,white,0.21,0.34,5.6,0.046,30.0,140.0,0.99299,3.22,0.38,11.0,5
1446,8.0,white,0.34,0.49,9.0,0.033,39.0,180.0,0.9936,3.13,0.38,12.3,8
1447,7.7,red,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5
1448,6.8,white,0.29,0.49,1.4,0.142,52.0,148.0,0.9937,3.08,0.49,9.0,6
1449,6.1,red,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,5
1450,6.6,white,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,6
1451,7.7,white,0.39,0.49,7.7,0.036,11.0,110.0,0.9966,3.33,0.76,10.0,6
1452,8.2,white,0.37,0.64,13.9,0.043,22.0,171.0,0.99873,2.99,0.8,9.3,5
1453,9.2,red,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7
1454,6.4,white,0.33,0.44,8.9,0.055,52.0,164.0,0.99488,3.1,0.48,9.6,5
1455,6.7,red,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5
1456,7.3,red,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,6
1457,6.4,white,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6
1458,6.3,red,0.98,0.01,2.0,0.057,15.0,33.0,0.99488,3.6,0.46,11.2,6
1459,8.0,white,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,3.07,0.25,12.7,8
1460,7.2,red,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5
1461,6.5,white,0.28,0.26,8.8,0.04,44.0,139.0,0.9956,3.32,0.37,10.2,6
1462,7.6,red,0.51,0.15,2.8,0.11,33.0,73.0,0.9955,3.17,0.63,10.2,6
1463,8.4,white,0.2,0.31,2.8,0.054,16.0,89.0,0.99416,2.96,0.45,9.5,6
1464,6.2,white,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,6
1465,7.5,white,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5
1466,8.3,white,0.17,0.31,1.5,0.049,48.0,153.0,0.9942,3.12,0.58,9.4,6
1467,8.1,red,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5
1468,9.8,white,0.16,0.46,1.8,0.046,23.0,130.0,0.99587,3.04,0.67,9.6,5
1469,7.7,white,0.46,0.18,3.3,0.054,18.0,143.0,0.99392,3.12,0.51,10.8,6
1470,6.6,white,0.24,0.28,1.8,0.028,39.0,132.0,0.99182,3.34,0.46,11.4,5
1471,6.5,white,0.48,0.02,0.9,0.043,32.0,99.0,0.99226,3.14,0.47,9.8,4
1472,6.6,white,0.26,0.28,9.4,0.028,13.0,121.0,0.99254,3.17,0.34,12.1,6
1473,7.4,white,0.33,0.26,2.6,0.04,29.0,115.0,0.9913,3.07,0.52,11.8,7
1474,6.6,white,0.28,0.36,1.7,0.038,22.0,101.0,0.9912,3.29,0.57,11.6,6
1475,6.2,red,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,6
1476,6.3,white,0.22,0.34,1.2,0.036,32.0,96.0,0.98961,3.06,0.74,11.6,6
1477,6.3,white,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,7
1478,5.9,red,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,5
1479,8.2,red,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,6
1480,7.9,white,0.46,0.4,10.1,0.168,19.0,184.0,0.99782,3.06,0.62,9.5,5
1481,7.8,red,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5
1482,8.2,red,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,5
1483,7.3,white,0.21,0.21,1.6,0.046,35.0,133.0,0.99466,3.38,0.46,10.0,6
1484,6.0,white,0.28,0.52,6.2,0.028,37.0,104.0,0.99161,3.28,0.51,11.8,7
1485,5.3,white,0.165,0.24,1.1,0.051,25.0,105.0,0.9925,3.32,0.47,9.1,5
1486,7.5,white,0.29,0.26,14.95,0.067,47.0,178.0,0.99838,3.04,0.49,9.2,4
1487,6.1,white,0.31,0.34,2.8,0.042,59.5,162.0,0.99179,3.27,0.47,10.8,6
1488,5.9,white,0.25,0.19,12.4,0.047,50.0,162.0,0.9973,3.35,0.38,9.5,5
1489,6.5,white,0.23,0.33,13.8,0.042,25.0,139.0,0.99695,3.35,0.56,10.4,6
1490,6.0,white,0.2,0.32,3.0,0.031,26.0,118.0,0.99134,3.38,0.68,11.2,7
1491,7.7,white,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,5
1492,6.4,white,0.26,0.49,6.4,0.037,37.0,161.0,0.9954,3.38,0.53,9.7,6
1493,7.5,white,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5
1494,6.3,white,0.29,0.14,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,9.0,5
1495,6.6,white,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,3.33,0.59,10.3,6
1496,8.0,red,0.59,0.16,1.8,0.065,3.0,16.0,0.9962,3.42,0.92,10.5,7
1497,6.3,white,0.19,0.29,5.5,0.042,44.0,189.0,0.99304,3.19,0.47,10.3,6
1498,7.6,white,0.29,0.29,4.4,0.051,26.0,146.0,0.9939,3.16,0.39,10.2,5
1499,6.7,white,0.26,0.3,1.8,0.043,25.0,121.0,0.9944,3.44,0.61,10.2,6
1500,6.2,white,0.47,0.19,8.3,0.029,24.0,142.0,0.992,3.22,0.45,12.3,6
1501,7.3,white,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,2.89,0.38,9.0,6
1502,6.3,white,0.24,0.35,2.3,0.039,43.0,109.0,0.99056,3.34,0.44,11.8,6
1503,8.8,red,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5
1504,7.6,white,0.27,0.25,13.9,0.05,45.0,199.0,0.9984,3.34,0.5,9.8,6
1505,7.3,white,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5
1506,7.7,red,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5
1507,7.0,white,0.21,0.28,7.5,0.07,45.0,185.0,0.9966,3.34,0.55,9.4,5
1508,8.6,white,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4
1509,7.4,red,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,6
1510,7.0,white,0.15,0.38,2.2,0.047,33.0,96.0,0.9928,3.13,0.39,10.4,8
1511,5.9,white,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,7
1512,6.8,white,0.21,0.26,11.7,0.038,61.0,152.0,0.99523,3.02,0.56,10.5,7
1513,6.0,white,0.27,0.27,1.6,0.046,32.0,113.0,0.9924,3.41,0.51,10.5,7
1514,6.5,white,0.29,0.53,1.7,0.04,41.0,192.0,0.9922,3.26,0.59,10.4,7
1515,5.8,white,0.17,0.36,1.3,0.036,11.0,70.0,0.99202,3.43,0.68,10.4,7
1516,6.8,white,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,3.24,0.78,10.2,6
1517,6.8,red,0.775,0.0,3.0,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,5
1518,7.0,red,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,6
1519,6.4,white,0.24,0.27,1.5,0.04,35.0,105.0,0.98914,3.13,0.3,12.4,6
1520,11.5,red,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,5
1521,12.7,red,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5
1522,7.5,red,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,3.45,0.62,9.5,5
1523,6.1,white,0.27,0.33,2.2,0.021,26.0,117.0,0.9886,3.12,0.3,12.5,6
1524,9.4,red,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7
1525,6.9,white,0.75,0.13,6.3,0.036,19.0,50.0,0.99312,3.09,0.25,11.1,4
1526,7.1,white,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8,7
1527,7.6,white,0.4,0.27,1.2,0.053,23.0,193.0,0.99164,3.22,0.38,11.6,5
1528,8.0,red,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5
1529,6.1,white,0.3,0.32,2.2,0.042,41.0,142.0,0.98952,3.31,0.44,12.7,7
1530,6.7,white,0.31,0.18,7.7,0.043,57.0,200.0,0.99566,3.17,0.44,9.4,6
1531,6.9,white,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6
1532,8.1,white,0.27,0.41,1.45,0.033,11.0,63.0,0.9908,2.99,0.56,12.0,5
1533,5.8,white,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,5
1534,8.5,red,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76,11.8,7
1535,6.8,white,0.16,0.4,2.3,0.037,18.0,102.0,0.9923,3.49,0.42,11.4,7
1536,7.1,white,0.21,0.27,8.6,0.056,26.0,111.0,0.9956,2.95,0.52,9.5,5
1537,8.9,red,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5
1538,6.6,white,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,3.16,0.37,10.0,6
1539,8.6,white,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,2.95,0.39,10.2,6
1540,7.6,white,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
1541,5.6,white,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,11.2,7
1542,7.3,white,0.22,0.49,9.4,0.034,29.0,134.0,0.9939,2.99,0.32,11.0,7
1543,6.6,white,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6
1544,7.9,red,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5
1545,5.8,white,0.28,0.66,9.1,0.039,26.0,159.0,0.9965,3.66,0.55,10.8,5
